NUTS2_load,NUTS2_unload,Type,Flow_Tons,Flow_TonKMs
ITC4,UKD1,Rail,605,343552
ITC4,UKD1,Road,2424,3466397.512
ITC4,UKD3,Rail,3220,1828363
ITC4,UKD3,Road,14737,19822014.34
ITC4,UKD4,Rail,1567,889955
ITC4,UKD4,Road,5221,7208082.224
ITC4,UKD6,Rail,1491,846634
ITC4,UKD6,Road,10508,13865423.28
ITC4,UKD7,Rail,1591,903411
ITC4,UKD7,Road,11500,15562996.96
ITC4,UKE1,Rail,962,546065
ITC4,UKE1,Road,10068,12525399.5
ITC4,UKE2,Rail,1006,571431
ITC4,UKE2,Road,9450,12506748.59
ITC4,UKE3,Rail,1313,745843
ITC4,UKE3,Road,12508,16239106.65
ITC4,UKE4,Rail,2645,1501754
ITC4,UKE4,Road,14655,19335176.53
ITC4,UKF1,Rail,2382,1352431
ITC4,UKF1,Road,16672,21208231.01
ITC4,UKF2,Rail,2157,1224788
ITC4,UKF2,Road,35280,42132905.48
ITC4,UKF3,Rail,749,425418
ITC4,UKF3,Road,10996,13702344.76
ITC4,UKG1,Rail,1664,944710
ITC4,UKG1,Road,13858,17085996.61
ITC4,UKG2,Rail,1600,908880
ITC4,UKG2,Road,17925,22790613.25
ITC4,UKG3,Rail,3205,1820238
ITC4,UKG3,Road,30937,38034968.02
ITC4,UKH1,Rail,3223,1830067
ITC4,UKH1,Road,21893,24009478.84
ITC4,UKH2,Rail,2589,1470403
ITC4,UKH2,Road,14086,15778371.09
ITC4,UKH3,Rail,2056,1167278
ITC4,UKH3,Road,12980,14112276.94
ITC4,UKI3,Rail,8496,4824598
ITC4,UKI3,Road,14086,15045069.74
ITC4,UKI4,Rail,5222,2965162
ITC4,UKI4,Road,3709,3939836.709
ITC4,UKI5,Rail,1862,1057252
ITC4,UKI5,Road,8409,8936163.466
ITC4,UKI6,Rail,1544,876737
ITC4,UKI6,Road,1155,1227239.793
ITC4,UKI7,Rail,3318,1884129
ITC4,UKI7,Road,5986,6456869.299
ITC4,UKJ1,Rail,4529,2571987
ITC4,UKJ1,Road,30498,34765191.78
ITC4,UKJ2,Rail,4176,2371436
ITC4,UKJ2,Road,6832,7319041.423
ITC4,UKJ3,Rail,2713,1540854
ITC4,UKJ3,Road,12281,13529845.04
ITC4,UKJ4,Rail,2041,1158974
ITC4,UKJ4,Road,27245,27470162.82
ITC4,UKK1,Rail,3514,1995740
ITC4,UKK1,Road,16201,19807254.81
ITC4,UKK2,Rail,1508,856146
ITC4,UKK2,Road,8556,10285689.67
ITC4,UKK3,Rail,535,304017
ITC4,UKK3,Road,1155,1592156.019
ITC4,UKK4,Rail,1249,709261
ITC4,UKK4,Road,5758,7390423.414
ITC4,UKL1,Rail,1692,960940
ITC4,UKL1,Road,10166,14093575.54
ITC4,UKL2,Rail,1321,750322
ITC4,UKL2,Road,8767,11442206.98
ITC4,UKM2,Rail,2589,1470304
ITC4,UKM2,Road,5335,8467164.737
ITC4,UKM3,Rail,2757,1565744
ITC4,UKM3,Road,5595,8727629.405
ITC4,UKM5,Rail,977,554626
ITC4,UKM5,Road,2424,4192961.465
ITC4,UKM6,Rail,551,312935
ITC4,UKM6,Road,4018,7423294.024
ITC4,UKN0,Rail,1859,1055508
ITC4,UKN0,Road,77473,130960275.6
ITF1,AT11,Road,1334,687795.6401
ITF1,AT12,Road,9977,5926701.399
ITF1,AT13,Road,4535,2594123.21
ITF1,AT21,Road,3681,1666892.965
ITF1,AT22,Road,8090,4027751.84
ITF1,AT31,Road,14716,8396711.184
ITF1,AT32,Road,5401,2618842.561
ITF1,AT33,Road,7433,3400091.971
ITF1,AT34,Road,4402,2275983.41
ITF1,BE10,Rail,18552,8480436
ITF1,BE10,Road,400,470506.5624
ITF1,BE21,Rail,19489,8908898
ITF1,BE21,Road,4236,5145921.741
ITF1,BE22,Rail,6536,2987859
ITF1,BE22,Road,1883,2187976.628
ITF1,BE23,Rail,12378,5658209
ITF1,BE23,Road,2762,3353734.985
ITF1,BE24,Rail,11032,5042972
ITF1,BE24,Road,903,1060031.727
ITF1,BE25,Rail,10405,4756611
ITF1,BE25,Road,2950,3690727.158
ITF1,BE31,Rail,3919,1791374
ITF1,BE31,Road,204,236368.2722
ITF1,BE32,Rail,7828,3578201
ITF1,BE32,Road,1184,1394831.844
ITF1,BE33,Rail,7185,3284337
ITF1,BE33,Road,1390,1557370.244
ITF1,BE34,Rail,1614,737785
ITF1,BE34,Road,822,874857.6595
ITF1,BE35,Rail,3043,1391219
ITF1,BE35,Road,326,364232.1772
ITF1,BG31,Rail,24,8145
ITF1,BG31,Road,173,185579.1322
ITF1,BG32,Rail,28,9589
ITF1,BG32,Road,190,236267.5089
ITF1,BG33,Rail,38,13079
ITF1,BG33,Road,180,238050.8117
ITF1,BG34,Rail,42,14666
ITF1,BG34,Road,133,172783.561
ITF1,BG41,Rail,166,57484
ITF1,BG41,Road,1524,1563392.131
ITF1,BG42,Rail,49,17030
ITF1,BG42,Road,835,987622.8933
ITF1,CH01,Rail,8395,1641509
ITF1,CH01,Road,5755,1451033.972
ITF1,CH02,Rail,9761,1908710
ITF1,CH02,Road,7467,1889897.328
ITF1,CH03,Rail,5971,1167600
ITF1,CH03,Road,6806,1684857.454
ITF1,CH04,Rail,7731,1511660
ITF1,CH04,Road,4294,1049240.042
ITF1,CH05,Rail,6118,1196252
ITF1,CH05,Road,7774,1758791.802
ITF1,CH06,Rail,4182,817700
ITF1,CH06,Road,3415,780003.0449
ITF1,CH07,Rail,1873,366183
ITF1,CH07,Road,3657,719347.3816
ITF1,CZ01,Rail,5830,791495
ITF1,CZ01,Road,1324,1511653.883
ITF1,CZ02,Rail,2766,375479
ITF1,CZ02,Road,2987,3411997.613
ITF1,CZ03,Rail,2429,329685
ITF1,CZ03,Road,2722,2863555.546
ITF1,CZ04,Rail,1898,257713
ITF1,CZ04,Road,1761,2067231.197
ITF1,CZ05,Rail,2809,381281
ITF1,CZ05,Road,1946,2297205.443
ITF1,CZ06,Rail,3557,482903
ITF1,CZ06,Road,2403,2544124.145
ITF1,CZ07,Rail,2299,312026
ITF1,CZ07,Road,1975,2186597.154
ITF1,CZ08,Rail,2278,309271
ITF1,CZ08,Road,2416,2800542.568
ITF1,DE11,Rail,62284,22601076
ITF1,DE11,Road,4581,3533033.628
ITF1,DE12,Rail,36393,13205841
ITF1,DE12,Road,4437,3487891.242
ITF1,DE13,Rail,25363,9203454
ITF1,DE13,Road,4203,2939807.591
ITF1,DE14,Rail,23146,8398859
ITF1,DE14,Road,2268,1570899.686
ITF1,DE21,Rail,77270,28038918
ITF1,DE21,Road,6410,4167385.896
ITF1,DE22,Rail,13991,5076954
ITF1,DE22,Road,3000,2129077.553
ITF1,DE23,Rail,13391,4859380
ITF1,DE23,Road,2831,2139051.854
ITF1,DE24,Rail,11522,4181096
ITF1,DE24,Road,1562,1289222.805
ITF1,DE25,Rail,22307,8094649
ITF1,DE25,Road,2245,1728801.127
ITF1,DE26,Rail,15426,5597813
ITF1,DE26,Road,1646,1365497.444
ITF1,DE27,Rail,21553,7820860
ITF1,DE27,Road,2798,1820590.093
ITF1,DE30,Rail,39668,14394459
ITF1,DE30,Road,1988,2111445.788
ITF1,DE40,Rail,20861,7569742
ITF1,DE40,Road,6168,6505771.443
ITF1,DE50,Rail,10093,3662319
ITF1,DE50,Road,1551,1797620.426
ITF1,DE60,Rail,34911,12668095
ITF1,DE60,Road,3087,3589982.014
ITF1,DE71,Rail,60621,21997745
ITF1,DE71,Road,3221,2812068.638
ITF1,DE72,Rail,10339,3751847
ITF1,DE72,Road,1041,962110.1951
ITF1,DE73,Rail,13207,4792408
ITF1,DE73,Road,1756,1647686.498
ITF1,DE80,Rail,12738,4622143
ITF1,DE80,Road,2079,2524543.759
ITF1,DE91,Rail,19801,7185258
ITF1,DE91,Road,2250,2291479.592
ITF1,DE92,Rail,23717,8606370
ITF1,DE92,Road,2765,2972952.173
ITF1,DE93,Rail,13633,4947173
ITF1,DE93,Road,1888,2111917.139
ITF1,DE94,Rail,25446,9233528
ITF1,DE94,Road,5905,6831332.983
ITF1,DEA1,Rail,65165,23646494
ITF1,DEA1,Road,10603,11075934.49
ITF1,DEA2,Rail,55070,19983481
ITF1,DEA2,Road,8782,8699676.965
ITF1,DEA3,Rail,25886,9393383
ITF1,DEA3,Road,4303,4620468.177
ITF1,DEA4,Rail,22939,8324021
ITF1,DEA4,Road,2597,2689171.025
ITF1,DEA5,Rail,37199,13498369
ITF1,DEA5,Road,5648,5818969.041
ITF1,DEB1,Rail,14863,5393194
ITF1,DEB1,Road,2498,2304359.834
ITF1,DEB2,Rail,4794,1739781
ITF1,DEB2,Road,1650,1552358.081
ITF1,DEB3,Rail,22500,8164629
ITF1,DEB3,Road,3347,2893030.576
ITF1,DED2,Rail,14229,5163359
ITF1,DED2,Road,2385,2319817.01
ITF1,DED4,Rail,12080,4383517
ITF1,DED4,Road,1826,1628156.416
ITF1,DED5,Rail,9684,3514032
ITF1,DED5,Road,1474,1407803.907
ITF1,DEE0,Rail,17961,6517499
ITF1,DEE0,Road,3946,3948348.737
ITF1,DEF0,Rail,27352,9925115
ITF1,DEF0,Road,3555,4383379.809
ITF1,DEG0,Rail,18151,6586322
ITF1,DEG0,Road,2343,2133015.456
ITF1,DK01,Rail,12001,5332115
ITF1,DK01,Road,192,311681.1971
ITF1,DK02,Rail,2972,1320436
ITF1,DK02,Road,135,212968.5686
ITF1,DK03,Rail,5748,2553705
ITF1,DK03,Road,617,1002265.985
ITF1,DK04,Rail,6047,2686571
ITF1,DK04,Road,317,540504.8519
ITF1,DK05,Rail,2536,1126587
ITF1,DK05,Road,136,242549.5742
ITF1,EE00,Road,1090,3027091.25
ITF1,EL30,Rail,222,43215
ITF1,EL30,Road,3705,2195378.168
ITF1,EL41,Rail,6,1257
ITF1,EL41,Road,45,32488.05473
ITF1,EL42,Rail,16,3110
ITF1,EL42,Road,28,21876.97351
ITF1,EL43,Rail,23,4502
ITF1,EL43,Road,275,209119.6208
ITF1,EL51,Rail,18,3532
ITF1,EL51,Road,511,351211.2868
ITF1,EL52,Rail,62,12107
ITF1,EL52,Road,4856,2794644.497
ITF1,EL53,Rail,11,2121
ITF1,EL53,Road,14,6834.733568
ITF1,EL54,Rail,10,1991
ITF1,EL54,Road,570,223607.3677
ITF1,EL61,Rail,23,4559
ITF1,EL61,Road,500,260210.4117
ITF1,EL62,Rail,8,1600
ITF1,EL62,Road,140,86863.38267
ITF1,EL63,Rail,21,4102
ITF1,EL63,Road,466,221576.9853
ITF1,EL64,Rail,20,3941
ITF1,EL64,Road,862,491218.7779
ITF1,EL65,Rail,20,3958
ITF1,EL65,Road,272,152023.3677
ITF1,ES11,Rail,465,191640
ITF1,ES11,Road,2234,3997638.321
ITF1,ES12,Rail,177,73053
ITF1,ES12,Road,489,773683.2874
ITF1,ES13,Rail,102,41973
ITF1,ES13,Road,396,576874.6228
ITF1,ES21,Rail,554,228484
ITF1,ES21,Road,3543,4797362.768
ITF1,ES22,Rail,154,63461
ITF1,ES22,Road,1384,1817924.882
ITF1,ES23,Rail,66,27087
ITF1,ES23,Road,207,286225.213
ITF1,ES24,Rail,280,115658
ITF1,ES24,Road,2040,2533172.518
ITF1,ES30,Rail,1689,696801
ITF1,ES30,Road,3345,4978412.778
ITF1,ES41,Rail,446,183888
ITF1,ES41,Road,2318,3534983.023
ITF1,ES42,Rail,308,126881
ITF1,ES42,Road,1383,2061510.122
ITF1,ES43,Rail,144,59300
ITF1,ES43,Road,949,1663483.237
ITF1,ES51,Rail,1699,701003
ITF1,ES51,Road,11176,12031059.53
ITF1,ES52,Rail,844,348011
ITF1,ES52,Road,3061,3954574.84
ITF1,ES53,Rail,227,93480
ITF1,ES53,Road,67,77672.03185
ITF1,ES61,Rail,1197,493839
ITF1,ES61,Road,2801,4746522.777
ITF1,ES62,Rail,229,94507
ITF1,ES62,Road,1040,1513346.931
ITF1,ES63,Rail,13,5466
ITF1,ES63,Road,18,33208.87037
ITF1,ES64,Rail,12,4957
ITF1,ES64,Road,4,0
ITF1,ES70,Rail,340,140346
ITF1,ES70,Road,47,0
ITF1,FI19,Road,70,223517.0653
ITF1,FI1B,Road,129,362192.6389
ITF1,FI1C,Road,135,394568.26
ITF1,FI1D,Road,76,263765.286
ITF1,FI20,Road,0,0
ITF1,FR10,Rail,67470,17368484
ITF1,FR10,Road,11509,10967237.99
ITF1,FR21,Rail,3774,971541
ITF1,FR21,Road,6054,5326016.208
ITF1,FR22,Rail,4843,1246785
ITF1,FR22,Road,6945,7057853.716
ITF1,FR23,Rail,5380,1385038
ITF1,FR23,Road,3211,3356456.644
ITF1,FR24,Rail,7132,1835942
ITF1,FR24,Road,3734,3654021.676
ITF1,FR25,Rail,3944,1015291
ITF1,FR25,Road,1596,1801846.396
ITF1,FR26,Rail,4624,1190214
ITF1,FR26,Road,3105,2494632.375
ITF1,FR30,Rail,11158,2872346
ITF1,FR30,Road,18031,18914307.02
ITF1,FR41,Rail,5963,1535059
ITF1,FR41,Road,10263,8227008.076
ITF1,FR42,Rail,5846,1504839
ITF1,FR42,Road,7970,5713878.095
ITF1,FR43,Rail,3047,784429
ITF1,FR43,Road,2547,1865094.166
ITF1,FR51,Rail,11176,2876979
ITF1,FR51,Road,3803,4157350.793
ITF1,FR52,Rail,9371,2412228
ITF1,FR52,Road,2229,2763031.456
ITF1,FR53,Rail,4977,1281322
ITF1,FR53,Road,1564,1610321.033
ITF1,FR61,Rail,9859,2537978
ITF1,FR61,Road,6435,6555630.494
ITF1,FR62,Rail,9029,2324227
ITF1,FR62,Road,3833,3505780.421
ITF1,FR63,Rail,1860,478808
ITF1,FR63,Road,802,736274.3006
ITF1,FR71,Rail,21843,5622890
ITF1,FR71,Road,9340,6363321.085
ITF1,FR72,Rail,3731,960406
ITF1,FR72,Road,1265,1062959.227
ITF1,FR81,Rail,6969,1793982
ITF1,FR81,Road,6361,5097541.222
ITF1,FR82,Rail,15622,4021547
ITF1,FR82,Road,5391,3416386.888
ITF1,FR83,Rail,882,227124
ITF1,FR83,Road,172,74531.23042
ITF1,FRA1,Rail,936,240996
ITF1,FRA1,Road,10,0
ITF1,FRA2,Rail,928,238838
ITF1,FRA2,Road,6,0
ITF1,FRA3,Rail,436,112140
ITF1,FRA3,Road,12,0
ITF1,FRA4,Rail,1899,488758
ITF1,FRA4,Road,20,0
ITF1,FRA5,Rail,230,59229
ITF1,HR03,Rail,4046,925382
ITF1,HR03,Road,3768,1128305.95
ITF1,HR04,Rail,8677,1984487
ITF1,HR04,Road,11467,5822594.694
ITF1,HU10,Rail,39250,6222959
ITF1,HU10,Road,3856,3382672.687
ITF1,HU21,Rail,8402,1332054
ITF1,HU21,Road,1812,1472498.148
ITF1,HU22,Rail,9132,1447896
ITF1,HU22,Road,2513,1934077.464
ITF1,HU23,Rail,5043,799620
ITF1,HU23,Road,243,172984.9326
ITF1,HU31,Rail,6469,1025608
ITF1,HU31,Road,862,868569.0021
ITF1,HU32,Rail,7946,1259835
ITF1,HU32,Road,428,436779.1945
ITF1,HU33,Rail,7578,1201430
ITF1,HU33,Road,893,764489.337
ITF1,IE01,Road,272,527398.9693
ITF1,IE02,Road,492,910290.069
ITF1,ITC1,Rail,67062,21915226
ITF1,ITC1,Road,952000,131852000
ITF1,ITC2,Rail,2303,752618
ITF1,ITC2,Road,22000,3437544
ITF1,ITC3,Rail,25096,8201197
ITF1,ITC3,Road,360000,43063200
ITF1,ITC4,Rail,188078,61462086
ITF1,ITC4,Road,2749000,336977918
ITF1,ITF1,Rail,17161,5607985
ITF1,ITF1,Road,162000,324000
ITF1,ITF2,Rail,3181,1039625
ITF1,ITF2,Road,61000,1686406
ITF1,ITF3,Rail,52940,17300235
ITF1,ITF3,Road,483000,20254122
ITF1,ITF4,Rail,37982,12412003
ITF1,ITF4,Road,366000,26481564
ITF1,ITF5,Rail,6028,1969987
ITF1,ITF5,Road,90000,6135300
ITF1,ITF6,Rail,17268,5642915
ITF1,ITF6,Road,361000,35970762
ITF1,ITG1,Rail,46010,15035670
ITF1,ITG1,Road,437000,53008100
ITF1,ITG2,Rail,17102,5588886
ITF1,ITG2,Road,243000,28651644
ITF1,ITH1,Rail,11314,3697361
ITF1,ITH1,Road,233000,30747146
ITF1,ITH2,Rail,9798,3201810
ITF1,ITH2,Road,139000,16469554
ITF1,ITH3,Rail,79840,26091103
ITF1,ITH3,Road,1539000,158283072
ITF1,ITH4,Rail,18781,6137433
ITF1,ITH4,Road,263000,31010330
ITF1,ITH5,Rail,78730,25728215
ITF1,ITH5,Road,1478000,131332124
ITF1,ITI1,Rail,58094,18984420
ITF1,ITI1,Road,1012000,71388504
ITF1,ITI2,Rail,11288,3688758
ITF1,ITI2,Road,287000,12879412
ITF1,ITI3,Rail,21374,6984688
ITF1,ITI3,Road,268000,13627264
ITF1,ITI4,Rail,96167,31426535
ITF1,ITI4,Road,616000,13736800
ITF1,LT00,Rail,39,0
ITF1,LT00,Road,5355,11606115.73
ITF1,LU00,Road,2049,1761037.065
ITF1,LV00,Road,1024,2435054.441
ITF1,NL11,Rail,10286,2174926
ITF1,NL11,Road,470,729036.2401
ITF1,NL12,Rail,7146,1511077
ITF1,NL12,Road,411,640508.4357
ITF1,NL13,Rail,5428,1147813
ITF1,NL13,Road,446,674928.7929
ITF1,NL21,Rail,14630,3093393
ITF1,NL21,Road,1164,1706754.147
ITF1,NL22,Rail,26687,5642805
ITF1,NL22,Road,2029,2885689.596
ITF1,NL23,Rail,4847,1024786
ITF1,NL23,Road,247,368386.6942
ITF1,NL31,Rail,23315,4929910
ITF1,NL31,Road,521,763177.7857
ITF1,NL32,Rail,55740,11786032
ITF1,NL32,Road,1102,1685279.547
ITF1,NL33,Rail,56758,12001330
ITF1,NL33,Road,2846,4213704.179
ITF1,NL34,Rail,4652,983721
ITF1,NL34,Road,698,1006377.91
ITF1,NL41,Rail,40160,8491722
ITF1,NL41,Road,3213,4549039.813
ITF1,NL42,Rail,14803,3129969
ITF1,NL42,Road,2543,3441367.59
ITF1,PL11,Rail,1464,202312
ITF1,PL11,Road,2659,3854727.377
ITF1,PL12,Rail,5335,737257
ITF1,PL12,Road,4431,6882375.135
ITF1,PL21,Rail,1903,263006
ITF1,PL21,Road,2208,2904612.087
ITF1,PL22,Rail,2988,412836
ITF1,PL22,Road,4822,6136719.214
ITF1,PL31,Rail,921,127246
ITF1,PL31,Road,909,1411745.753
ITF1,PL32,Rail,942,130182
ITF1,PL32,Road,986,1360715.99
ITF1,PL33,Rail,572,79033
ITF1,PL33,Road,527,748412.7304
ITF1,PL34,Rail,530,73238
ITF1,PL34,Road,811,1389665.523
ITF1,PL41,Rail,2368,327225
ITF1,PL41,Road,4083,6220745.183
ITF1,PL42,Rail,912,125967
ITF1,PL42,Road,1591,2589458.647
ITF1,PL43,Rail,533,73702
ITF1,PL43,Road,2116,3090282.872
ITF1,PL51,Rail,2029,280438
ITF1,PL51,Road,3349,4378626.082
ITF1,PL52,Rail,506,69898
ITF1,PL52,Road,930,1200982.14
ITF1,PL61,Rail,1067,147444
ITF1,PL61,Road,1637,2643565.854
ITF1,PL62,Rail,642,88647
ITF1,PL62,Road,607,1055515.441
ITF1,PL63,Rail,1385,191419
ITF1,PL63,Road,1366,2391352.354
ITF1,PT11,Road,1519,3101668.148
ITF1,PT15,Road,140,314478.6458
ITF1,PT16,Road,1091,2324659.887
ITF1,PT17,Road,885,1976353.32
ITF1,PT18,Road,570,1243013.109
ITF1,PT20,Road,3,0
ITF1,RO11,Rail,709,116544
ITF1,RO11,Road,1498,1900398.073
ITF1,RO12,Rail,674,110809
ITF1,RO12,Road,926,1204140.438
ITF1,RO21,Rail,616,101213
ITF1,RO21,Road,223,357323.49
ITF1,RO22,Rail,690,113386
ITF1,RO22,Road,346,530682.2758
ITF1,RO31,Rail,792,130179
ITF1,RO31,Road,1004,1334077.737
ITF1,RO32,Rail,1714,281705
ITF1,RO32,Road,1079,1469039.87
ITF1,RO41,Rail,442,72618
ITF1,RO41,Road,232,280485.1677
ITF1,RO42,Rail,569,93500
ITF1,RO42,Road,1565,1613233.608
ITF1,SE11,Rail,12832,5369234
ITF1,SE11,Road,302,492153.4439
ITF1,SE12,Rail,5741,2402082
ITF1,SE12,Road,270,423488.5869
ITF1,SE21,Rail,2868,1200268
ITF1,SE21,Road,271,388979.5453
ITF1,SE22,Rail,5041,2109268
ITF1,SE22,Road,675,870425.6069
ITF1,SE23,Rail,7868,3292447
ITF1,SE23,Road,532,752825.9327
ITF1,SE31,Rail,2740,1146586
ITF1,SE31,Road,116,196135.6642
ITF1,SE32,Rail,1306,546396
ITF1,SE32,Road,30,56576.88627
ITF1,SE33,Rail,1895,792961
ITF1,SE33,Road,93,199808.9262
ITF1,SI03,Rail,4028,434533
ITF1,SI03,Road,12904,4521531.007
ITF1,SI04,Rail,5148,555422
ITF1,SI04,Road,11429,3557511.978
ITF1,SK01,Rail,3345,288260
ITF1,SK01,Road,1584,1568319.28
ITF1,SK02,Rail,3692,318100
ITF1,SK02,Road,3210,3384140.991
ITF1,SK03,Rail,2341,201696
ITF1,SK03,Road,1789,2033503.981
ITF1,SK04,Rail,2459,211898
ITF1,SK04,Road,1351,1697587.629
ITF1,UKC1,Rail,102,57880
ITF1,UKC1,Road,257,490088.7778
ITF1,UKC2,Rail,143,81161
ITF1,UKC2,Road,310,609882.5407
ITF1,UKD1,Rail,55,31347
ITF1,UKD1,Road,79,154930.1677
ITF1,UKD3,Rail,294,166825
ITF1,UKD3,Road,479,898680.7521
ITF1,UKD4,Rail,143,81202
ITF1,UKD4,Road,170,324989.6067
ITF1,UKD6,Rail,136,77249
ITF1,UKD6,Road,341,631061.6067
ITF1,UKD7,Rail,145,82430
ITF1,UKD7,Road,373,702886.2246
ITF1,UKE1,Rail,88,49825
ITF1,UKE1,Road,327,580486.9965
ITF1,UKE2,Rail,92,52139
ITF1,UKE2,Road,307,569354.4776
ITF1,UKE3,Rail,120,68053
ITF1,UKE3,Road,406,742735.5632
ITF1,UKE4,Rail,241,137025
ITF1,UKE4,Road,476,880821.9904
ITF1,UKF1,Rail,217,123400
ITF1,UKF1,Road,541,975529.1333
ITF1,UKF2,Rail,197,111753
ITF1,UKF2,Road,1146,1977254.239
ITF1,UKF3,Rail,68,38816
ITF1,UKF3,Road,357,634471.1912
ITF1,UKG1,Rail,152,86198
ITF1,UKG1,Road,450,793819.4344
ITF1,UKG2,Rail,146,82929
ITF1,UKG2,Road,582,1049085.407
ITF1,UKG3,Rail,292,166084
ITF1,UKG3,Road,1005,1769345.076
ITF1,UKH1,Rail,294,166981
ITF1,UKH1,Road,711,1157353.824
ITF1,UKH2,Rail,236,134164
ITF1,UKH2,Road,457,754623.5344
ITF1,UKH3,Rail,188,106506
ITF1,UKH3,Road,422,682940.2465
ITF1,UKI3,Rail,775,440211
ITF1,UKI3,Road,457,730832.6273
ITF1,UKI4,Rail,476,270550
ITF1,UKI4,Road,120,191201.5559
ITF1,UKI5,Rail,170,96467
ITF1,UKI5,Road,273,435104.8623
ITF1,UKI6,Rail,141,79996
ITF1,UKI6,Road,38,60558.87716
ITF1,UKI7,Rail,303,171914
ITF1,UKI7,Road,194,312295.6026
ITF1,UKJ1,Rail,413,234676
ITF1,UKJ1,Road,990,1654316.224
ITF1,UKJ2,Rail,381,216377
ITF1,UKJ2,Road,222,351715.4918
ITF1,UKJ3,Rail,248,140592
ITF1,UKJ3,Road,399,643930.7336
ITF1,UKJ4,Rail,186,105748
ITF1,UKJ4,Road,885,1362345.777
ITF1,UKK1,Rail,321,182097
ITF1,UKK1,Road,526,917601.4061
ITF1,UKK2,Rail,138,78117
ITF1,UKK2,Road,278,476584.6596
ITF1,UKK3,Rail,49,27739
ITF1,UKK3,Road,38,71845.51394
ITF1,UKK4,Rail,114,64715
ITF1,UKK4,Road,187,335793.4019
ITF1,UKL1,Rail,154,87679
ITF1,UKL1,Road,330,632759.6966
ITF1,UKL2,Rail,121,68462
ITF1,UKL2,Road,285,523332.5251
ITF1,UKM2,Rail,236,134155
ITF1,UKM2,Road,173,366449.7776
ITF1,UKM3,Rail,252,142863
ITF1,UKM3,Road,182,380563.3475
ITF1,UKM5,Rail,89,50606
ITF1,UKM5,Road,79,178609.4385
ITF1,UKM6,Rail,50,28553
ITF1,UKM6,Road,130,309220.4829
ITF1,UKN0,Rail,170,96308
ITF1,UKN0,Road,2516,5589314.904
ITF2,AT11,Road,392,225460.6079
ITF2,AT12,Road,2928,1913746.949
ITF2,AT13,Road,1331,840644.2071
ITF2,AT21,Road,1080,554517.9952
ITF2,AT22,Road,2374,1325816.237
ITF2,AT31,Road,4318,2725475.811
ITF2,AT32,Road,1585,864596.3383
ITF2,AT33,Road,2181,1129839.974
ITF2,AT34,Road,1292,746310.2835
ITF2,BE10,Rail,3439,1572128
ITF2,BE10,Road,117,147095.198
ITF2,BE21,Rail,3613,1651557
ITF2,BE21,Road,1243,1610635.076
ITF2,BE22,Rail,1212,553898
ITF2,BE22,Road,553,687335.1293
ITF2,BE23,Rail,2295,1048935
ITF2,BE23,Road,810,1049111.186
ITF2,BE24,Rail,2045,934881
ITF2,BE24,Road,265,332537.2478
ITF2,BE25,Rail,1929,881794
ITF2,BE25,Road,865,1152224.513
ITF2,BE31,Rail,726,332090
ITF2,BE31,Road,60,74377.53059
ITF2,BE32,Rail,1451,663337
ITF2,BE32,Road,347,436884.4583
ITF2,BE33,Rail,1332,608860
ITF2,BE33,Road,408,490158.0446
ITF2,BE34,Rail,299,136773
ITF2,BE34,Road,241,276007.9566
ITF2,BE35,Rail,564,257908
ITF2,BE35,Road,96,115030.4761
ITF2,BG31,Rail,4,1510
ITF2,BG31,Road,51,55910.79577
ITF2,BG32,Rail,5,1778
ITF2,BG32,Road,56,68744.84241
ITF2,BG33,Rail,7,2425
ITF2,BG33,Road,53,68757.97299
ITF2,BG34,Rail,8,2719
ITF2,BG34,Road,39,48610.11745
ITF2,BG41,Rail,31,10657
ITF2,BG41,Road,447,423223.765
ITF2,BG42,Rail,9,3157
ITF2,BG42,Road,245,270414.8114
ITF2,CH01,Rail,1556,304308
ITF2,CH01,Road,1689,472424.4168
ITF2,CH02,Rail,1810,353842
ITF2,CH02,Road,2191,614952.4513
ITF2,CH03,Rail,1107,216453
ITF2,CH03,Road,1997,549428.2585
ITF2,CH04,Rail,1433,280236
ITF2,CH04,Road,1260,342622.175
ITF2,CH05,Rail,1134,221765
ITF2,CH05,Road,2281,578945.988
ITF2,CH06,Rail,775,151588
ITF2,CH06,Road,1002,256489.0404
ITF2,CH07,Rail,347,67884
ITF2,CH07,Road,1073,240648.5005
ITF2,CZ01,Rail,1081,146730
ITF2,CZ01,Road,388,480513.0669
ITF2,CZ02,Rail,513,69607
ITF2,CZ02,Road,877,1086590.396
ITF2,CZ03,Rail,450,61118
ITF2,CZ03,Road,799,917817.2456
ITF2,CZ04,Rail,352,47776
ITF2,CZ04,Road,517,656899.8864
ITF2,CZ05,Rail,521,70683
ITF2,CZ05,Road,571,728321.605
ITF2,CZ06,Rail,659,89522
ITF2,CZ06,Road,705,813402.6024
ITF2,CZ07,Rail,426,57844
ITF2,CZ07,Road,579,696063.1966
ITF2,CZ08,Rail,422,57334
ITF2,CZ08,Road,709,889234.0796
ITF2,DE11,Rail,11546,4189853
ITF2,DE11,Road,1344,1134363.005
ITF2,DE12,Rail,6747,2448137
ITF2,DE12,Road,1302,1118266.002
ITF2,DE13,Rail,4702,1706163
ITF2,DE13,Road,1233,952169.8747
ITF2,DE14,Rail,4291,1557005
ITF2,DE14,Road,665,509004.5055
ITF2,DE21,Rail,14324,5197936
ITF2,DE21,Road,1881,1359816.223
ITF2,DE22,Rail,2594,941181
