Key,NUTS2 Origin,NUTS2 Destination,Distance (km),Time (h)
DED5-FR43,DED5,FR43,788.1,9.09
DED5-FR51,DED5,FR51,1229.46,15.4
DED5-FR52,DED5,FR52,1394.16,17.7
DED5-FR53,DED5,FR53,1305.47,15.81
DED5-FR61,DED5,FR61,1465.06,17
DED5-FR62,DED5,FR62,1450.51,16.53
DED5-FR63,DED5,FR63,1258.5,14.68
DED5-FR71,DED5,FR71,1067.22,11.95
DED5-FR72,DED5,FR72,1147.29,13.29
DED5-FR81,DED5,FR81,1361.56,15.02
DED5-FR82,DED5,FR82,1215.02,13.27
DED5-FR83,DED5,FR83,1270.98,13.04
DED5-HR03,DED5,HR03,1066.17,11.23
DED5-HR04,DED5,HR04,891.16,9.71
DED5-HU10,DED5,HU10,772.42,9.08
DED5-HU21,DED5,HU21,700.98,7.9
DED5-HU22,DED5,HU22,659.55,7.31
DED5-HU23,DED5,HU23,832.73,9.21
DED5-HU31,DED5,HU31,832.86,10.02
DED5-HU32,DED5,HU32,922.24,10.99
DED5-HU33,DED5,HU33,896.8,10.31
DED5-IE01,DED5,IE01,1685.59,22.85
DED5-IE02,DED5,IE02,1702.87,23.06
DED5-ITC1,DED5,ITC1,950.84,10.21
DED5-ITC2,DED5,ITC2,945.8,10.52
DED5-ITC3,DED5,ITC3,994.96,10.44
DED5-ITC4,DED5,ITC4,843.72,8.97
DED5-ITF1,DED5,ITF1,1315.38,13.73
DED5-ITF2,DED5,ITF2,1415.62,14.8
DED5-ITF3,DED5,ITF3,1518.48,15.8
DED5-ITF4,DED5,ITF4,1573.57,16.56
DED5-ITF5,DED5,ITF5,1570.99,16.34
DED5-ITF6,DED5,ITF6,1800.3,18.64
DED5-ITG1,DED5,ITG1,1873.33,19.05
DED5-ITG2,DED5,ITG2,1527.25,15.58
DED5-ITH1,DED5,ITH1,655.74,6.85
DED5-ITH2,DED5,ITH2,737.66,7.72
DED5-ITH3,DED5,ITH3,846.91,8.93
DED5-ITH4,DED5,ITH4,761.77,7.96
DED5-ITH5,DED5,ITH5,927.59,9.57
DED5-ITI1,DED5,ITI1,1090.57,11.22
DED5-ITI2,DED5,ITI2,1171.6,12.16
DED5-ITI3,DED5,ITI3,1170.1,12.27
DED5-ITI4,DED5,ITI4,1324.27,13.62
DED5-LT00,DED5,LT00,980.28,12.86
DED5-LU00,DED5,LU00,598.08,7.6
DED5-LV00,DED5,LV00,1152.58,14.8
DED5-NL11,DED5,NL11,553.86,7.16
DED5-NL12,DED5,NL12,605.31,7.92
DED5-NL13,DED5,NL13,529.58,6.95
DED5-NL21,DED5,NL21,536.22,7.07
DED5-NL22,DED5,NL22,550.21,7.32
DED5-NL23,DED5,NL23,585.42,7.8
DED5-NL31,DED5,NL31,603.33,8.06
DED5-NL32,DED5,NL32,660.21,8.75
DED5-NL33,DED5,NL33,657.89,8.81
DED5-NL34,DED5,NL34,694.31,9.37
DED5-NL41,DED5,NL41,595.01,8.04
DED5-NL42,DED5,NL42,546.54,7.31
DED5-PL11,DED5,PL11,545.04,7.24
DED5-PL12,DED5,PL12,688.4,9.26
DED5-PL21,DED5,PL21,631.21,8.25
DED5-PL22,DED5,PL22,527.24,6.9
DED5-PL31,DED5,PL31,801.51,10.78
DED5-PL32,DED5,PL32,775,10.18
DED5-PL33,DED5,PL33,663.72,8.74
DED5-PL34,DED5,PL34,834.89,11.07
DED5-PL41,DED5,PL41,407.94,5.36
DED5-PL42,DED5,PL42,362.03,4.26
DED5-PL43,DED5,PL43,255.85,3.25
DED5-PL51,DED5,PL51,308.13,4.09
DED5-PL52,DED5,PL52,428.33,5.62
DED5-PL61,DED5,PL61,520.42,6.75
DED5-PL62,DED5,PL62,692.83,9.06
DED5-PL63,DED5,PL63,544.44,6.98
DED5-PT11,DED5,PT11,2311.48,26.34
DED5-PT15,DED5,PT15,2705.89,29.86
DED5-PT16,DED5,PT16,2427.53,27.42
DED5-PT17,DED5,PT17,2587.85,28.94
DED5-PT18,DED5,PT18,2557.26,28.48
DED5-RO11,DED5,RO11,1144.78,13.48
DED5-RO12,DED5,RO12,1317.81,15.45
DED5-RO21,DED5,RO21,1369.29,16.92
DED5-RO22,DED5,RO22,1634.81,19.55
DED5-RO31,DED5,RO31,1510.15,17.28
DED5-RO32,DED5,RO32,1554.02,17.78
DED5-RO41,DED5,RO41,1347.56,15.35
DED5-RO42,DED5,RO42,1104.51,12.59
DED5-SE11,DED5,SE11,1185.12,13.89
DED5-SE12,DED5,SE12,1092.56,12.44
DED5-SE21,DED5,SE21,891.13,10.18
DED5-SE22,DED5,SE22,669.76,7.23
DED5-SE23,DED5,SE23,860.46,9.08
DED5-SE31,DED5,SE31,1277.7,13.98
DED5-SE32,DED5,SE32,1572.87,17.85
DED5-SE33,DED5,SE33,1970.2,23.42
DED5-SI03,DED5,SI03,786.24,8.43
DED5-SI04,DED5,SI04,825.81,8.83
DED5-SK01,DED5,SK01,549.93,6.38
DED5-SK02,DED5,SK02,623.53,7.4
DED5-SK03,DED5,SK03,717.08,8.59
DED5-SK04,DED5,SK04,798.43,10.04
DED5-UKC1,DED5,UKC1,1173.42,16.14
DED5-UKC2,DED5,UKC2,1167.28,16.2
DED5-UKD1,DED5,UKD1,1267.18,16.94
DED5-UKD3,DED5,UKD3,1186.81,16.04
DED5-UKD4,DED5,UKD4,1228.45,16.5
DED5-UKD6,DED5,UKD6,1199.91,16.26
DED5-UKD7,DED5,UKD7,1222.01,16.58
DED5-UKE1,DED5,UKE1,1062.15,14.2
DED5-UKE2,DED5,UKE2,1149.68,15.33
DED5-UKE3,DED5,UKE3,1122.62,15.15
DED5-UKE4,DED5,UKE4,1145.14,15.38
DED5-UKF1,DED5,UKF1,1106.96,15.01
DED5-UKF2,DED5,UKF2,1074.68,14.57
DED5-UKF3,DED5,UKF3,1065.1,14.35
DED5-UKG1,DED5,UKG1,1169.7,15.8
DED5-UKG2,DED5,UKG2,1173.47,15.97
DED5-UKG3,DED5,UKG3,1141.83,15.47
DED5-UKH1,DED5,UKH1,942.22,12.75
DED5-UKH2,DED5,UKH2,1031.99,13.92
DED5-UKH3,DED5,UKH3,945.26,12.79
DED5-UKI3,DED5,UKI3,990.74,13.47
DED5-UKI4,DED5,UKI4,982.79,13.36
DED5-UKI5,DED5,UKI5,983.28,13.34
DED5-UKI6,DED5,UKI6,988.24,13.43
DED5-UKI7,DED5,UKI7,1002.17,13.62
DED5-UKJ1,DED5,UKJ1,1069.71,14.51
DED5-UKJ2,DED5,UKJ2,1007.35,13.67
DED5-UKJ3,DED5,UKJ3,1090.68,14.74
DED5-UKJ4,DED5,UKJ4,922.45,12.58
DED5-UKK1,DED5,UKK1,1160.88,15.69
DED5-UKK2,DED5,UKK2,1183.6,16.04
DED5-UKK3,DED5,UKK3,1395.72,18.75
DED5-UKK4,DED5,UKK4,1290.15,17.42
DED5-UKL1,DED5,UKL1,1337.36,18.08
DED5-UKL2,DED5,UKL2,1251.89,16.88
DED5-UKM2,DED5,UKM2,1335.36,18.29
DED5-UKM3,DED5,UKM3,1346.91,18.69
DED5-UKM5,DED5,UKM5,1492.68,20.16
DED5-UKM6,DED5,UKM6,1622.49,21.85
DED5-UKN0,DED5,UKN0,1534.28,21.22
DEE0-AT11,DEE0,AT11,729.76,8.2
DEE0-AT12,DEE0,AT12,634.13,7.23
DEE0-AT13,DEE0,AT13,638.11,7.27
DEE0-AT21,DEE0,AT21,731.2,7.61
DEE0-AT22,DEE0,AT22,722.44,7.82
DEE0-AT31,DEE0,AT31,576.01,6.18
DEE0-AT32,DEE0,AT32,638.05,6.61
DEE0-AT33,DEE0,AT33,630.24,6.45
DEE0-AT34,DEE0,AT34,678.26,7.17
DEE0-BE10,DEE0,BE10,613.77,8.12
DEE0-BE21,DEE0,BE21,567.36,7.63
DEE0-BE22,DEE0,BE22,534.01,7
DEE0-BE23,DEE0,BE23,640.84,8.59
DEE0-BE24,DEE0,BE24,602.54,7.97
DEE0-BE25,DEE0,BE25,694.06,9.3
DEE0-BE31,DEE0,BE31,616.5,8.07
DEE0-BE32,DEE0,BE32,671.11,8.77
DEE0-BE33,DEE0,BE33,559.29,7.2
DEE0-BE34,DEE0,BE34,630.07,7.77
DEE0-BE35,DEE0,BE35,623.31,7.95
DEE0-BG31,DEE0,BG31,1586.37,17.74
DEE0-BG32,DEE0,BG32,1756.02,19.73
DEE0-BG33,DEE0,BG33,1807.91,20.49
DEE0-BG34,DEE0,BG34,1869.12,20.81
DEE0-BG41,DEE0,BG41,1642.99,17.95
DEE0-BG42,DEE0,BG42,1765.23,19.35
DEE0-CH01,DEE0,CH01,850.93,9.28
DEE0-CH02,DEE0,CH02,782.89,8.57
DEE0-CH03,DEE0,CH03,709.69,7.74
DEE0-CH04,DEE0,CH04,677.31,7.32
DEE0-CH05,DEE0,CH05,689.47,7.24
DEE0-CH06,DEE0,CH06,751.19,8.13
DEE0-CH07,DEE0,CH07,843.87,8.9
DEE0-CZ01,DEE0,CZ01,358.45,4.19
DEE0-CZ02,DEE0,CZ02,359.02,4.21
DEE0-CZ03,DEE0,CZ03,425.98,4.78
DEE0-CZ04,DEE0,CZ04,257.91,2.94
DEE0-CZ05,DEE0,CZ05,430.97,5.29
DEE0-CZ06,DEE0,CZ06,516.63,6.13
DEE0-CZ07,DEE0,CZ07,590.93,7.2
DEE0-CZ08,DEE0,CZ08,629.85,7.89
DEE0-DE11,DEE0,DE11,444.93,4.89
DEE0-DE12,DEE0,DE12,485.56,5.42
DEE0-DE13,DEE0,DE13,611.26,6.66
DEE0-DE14,DEE0,DE14,550.87,5.9
DEE0-DE21,DEE0,DE21,493.85,5.02
DEE0-DE22,DEE0,DE22,442.24,4.58
DEE0-DE23,DEE0,DE23,358.59,3.71
DEE0-DE24,DEE0,DE24,283.99,2.99
DEE0-DE25,DEE0,DE25,368.26,3.88
DEE0-DE26,DEE0,DE26,332.65,3.73
DEE0-DE27,DEE0,DE27,543.74,5.69
DEE0-DE30,DEE0,DE30,156.21,2
DEE0-DE40,DEE0,DE40,146.11,1.84
DEE0-DE50,DEE0,DE50,286.84,3.65
DEE0-DE60,DEE0,DE60,241.75,2.76
DEE0-DE71,DEE0,DE71,383.87,4.53
DEE0-DE72,DEE0,DE72,319.1,3.86
DEE0-DE73,DEE0,DE73,243.01,3.01
DEE0-DE80,DEE0,DE80,326.92,3.61
DEE0-DE91,DEE0,DE91,128.68,1.67
DEE0-DE92,DEE0,DE92,189.08,2.56
DEE0-DE93,DEE0,DE93,209.65,2.53
DEE0-DE94,DEE0,DE94,347.6,4.56
DEE0-DEA1,DEE0,DEA1,421.15,5.61
DEE0-DEA2,DEE0,DEA2,457.5,5.84
DEE0-DEA3,DEE0,DEA3,359.35,4.79
DEE0-DEA4,DEE0,DEA4,248.57,3.3
DEE0-DEA5,DEE0,DEA5,342.36,4.43
DEE0-DEB1,DEE0,DEB1,442.22,5.41
DEE0-DEB2,DEE0,DEB2,527.86,6.49
DEE0-DEB3,DEE0,DEB3,475.46,5.54
DEE0-DED2,DEE0,DED2,238.19,2.98
DEE0-DED4,DEE0,DED4,206.33,2.28
DEE0-DED5,DEE0,DED5,130.05,1.56
DEE0-DEE0,DEE0,DEE0,0,0
DEE0-DEF0,DEE0,DEF0,338.26,3.77
DEE0-DEG0,DEE0,DEG0,180.52,2.02
DEE0-DK01,DEE0,DK01,475.19,5.08
DEE0-DK02,DEE0,DK02,423.4,4.45
DEE0-DK03,DEE0,DK03,477.56,5.41
DEE0-DK04,DEE0,DK04,568.77,6.13
DEE0-DK05,DEE0,DK05,657.44,7.05
DEE0-EE00,DEE0,EE00,1386.64,17.36
DEE0-EL30,DEE0,EL30,2289.63,24.13
DEE0-EL41,DEE0,EL41,2306.21,24.59
DEE0-EL42,DEE0,EL42,2652.54,27.98
DEE0-EL43,DEE0,EL43,2612.39,27.14
DEE0-EL51,DEE0,EL51,1981.39,21.39
DEE0-EL52,DEE0,EL52,1845.83,19.78
DEE0-EL53,DEE0,EL53,1868.23,19.97
DEE0-EL54,DEE0,EL54,1885.22,19.58
DEE0-EL61,DEE0,EL61,1987.85,21.12
DEE0-EL62,DEE0,EL62,2361.27,24.31
DEE0-EL63,DEE0,EL63,2045.15,21.13
DEE0-EL64,DEE0,EL64,2138.21,22.61
DEE0-EL65,DEE0,EL65,2242.96,23.15
DEE0-ES11,DEE0,ES11,2298.52,26.07
DEE0-ES12,DEE0,ES12,2036.34,23.22
DEE0-ES13,DEE0,ES13,1877.7,21.32
DEE0-ES21,DEE0,ES21,1747.78,19.84
DEE0-ES22,DEE0,ES22,1739.63,19.63
DEE0-ES23,DEE0,ES23,1827.47,20.62
DEE0-ES24,DEE0,ES24,1868.27,20.53
DEE0-ES30,DEE0,ES30,2110.65,23.41
DEE0-ES41,DEE0,ES41,1964.05,22.18
DEE0-ES42,DEE0,ES42,2206.25,24.34
DEE0-ES43,DEE0,ES43,2352.62,26.01
DEE0-ES51,DEE0,ES51,1654.53,17.87
DEE0-ES52,DEE0,ES52,1993.14,21.3
DEE0-ES53,DEE0,ES53,1855.63,19.41
DEE0-ES61,DEE0,ES61,2502.45,26.67
DEE0-ES62,DEE0,ES62,2199.59,23.3
DEE0-ES63,DEE0,ES63,2692.63,28.48
DEE0-FI19,DEE0,FI19,1671.76,20.61
DEE0-FI1B,DEE0,FI1B,1411.71,17.39
DEE0-FI1C,DEE0,FI1C,1391.34,17.69
DEE0-FI1D,DEE0,FI1D,1973.74,24.99
DEE0-FI20,DEE0,FI20,1245.09,15.08
DEE0-FR10,DEE0,FR10,915.88,11.4
DEE0-FR21,DEE0,FR21,770.15,9.22
DEE0-FR22,DEE0,FR22,804.47,10.3
DEE0-FR23,DEE0,FR23,951.36,12.24
DEE0-FR24,DEE0,FR24,1044.28,12.72
DEE0-FR25,DEE0,FR25,1096.84,14.02
DEE0-FR26,DEE0,FR26,919.63,10.58
DEE0-FR30,DEE0,FR30,746.64,9.82
DEE0-FR41,DEE0,FR41,634.59,7.46
DEE0-FR42,DEE0,FR42,631.78,7.15
DEE0-FR43,DEE0,FR43,809.22,9.12
DEE0-FR51,DEE0,FR51,1204.9,14.91
DEE0-FR52,DEE0,FR52,1343.74,17.09
DEE0-FR53,DEE0,FR53,1292.04,15.48
DEE0-FR61,DEE0,FR61,1459.98,16.62
DEE0-FR62,DEE0,FR62,1445.43,16.15
DEE0-FR63,DEE0,FR63,1253.42,14.3
DEE0-FR71,DEE0,FR71,1097.06,12.12
DEE0-FR72,DEE0,FR72,1142.21,12.91
DEE0-FR81,DEE0,FR81,1382.68,15.06
DEE0-FR82,DEE0,FR82,1248.04,13.41
DEE0-FR83,DEE0,FR83,1327.64,13.48
DEE0-HR03,DEE0,HR03,1140.47,11.9
DEE0-HR04,DEE0,HR04,1004.07,11.04
DEE0-HU10,DEE0,HU10,885.33,10.41
DEE0-HU21,DEE0,HU21,813.89,9.22
DEE0-HU22,DEE0,HU22,772.46,8.64
DEE0-HU23,DEE0,HU23,945.64,10.54
DEE0-HU31,DEE0,HU31,945.78,11.35
DEE0-HU32,DEE0,HU32,1035.15,12.32
DEE0-HU33,DEE0,HU33,1009.71,11.63
DEE0-IE01,DEE0,IE01,1591.36,21.75
DEE0-IE02,DEE0,IE02,1608.63,21.96
DEE0-ITC1,DEE0,ITC1,1007.5,10.65
DEE0-ITC2,DEE0,ITC2,978.82,10.65
DEE0-ITC3,DEE0,ITC3,1051.61,10.88
DEE0-ITC4,DEE0,ITC4,900.38,9.41
DEE0-ITF1,DEE0,ITF1,1378.05,14.23
DEE0-ITF2,DEE0,ITF2,1478.29,15.31
DEE0-ITF3,DEE0,ITF3,1581.15,16.3
DEE0-ITF4,DEE0,ITF4,1646.69,17.14
DEE0-ITF5,DEE0,ITF5,1633.67,16.85
DEE0-ITF6,DEE0,ITF6,1862.98,19.15
DEE0-ITG1,DEE0,ITG1,1929.98,19.49
DEE0-ITG2,DEE0,ITG2,1583.91,16.02
DEE0-ITH1,DEE0,ITH1,718.42,7.35
DEE0-ITH2,DEE0,ITH2,800.33,8.23
DEE0-ITH3,DEE0,ITH3,909.59,9.43
DEE0-ITH4,DEE0,ITH4,836.07,8.63
DEE0-ITH5,DEE0,ITH5,990.26,10.07
DEE0-ITI1,DEE0,ITI1,1153.24,11.73
DEE0-ITI2,DEE0,ITI2,1234.27,12.66
DEE0-ITI3,DEE0,ITI3,1232.78,12.77
DEE0-ITI4,DEE0,ITI4,1386.95,14.12
DEE0-LT00,DEE0,LT00,995.79,13.35
DEE0-LU00,DEE0,LU00,589.6,7.21
DEE0-LV00,DEE0,LV00,1168.09,15.29
DEE0-NL11,DEE0,NL11,445.35,5.89
DEE0-NL12,DEE0,NL12,496.8,6.65
DEE0-NL13,DEE0,NL13,421.07,5.68
DEE0-NL21,DEE0,NL21,434.87,5.85
DEE0-NL22,DEE0,NL22,463.76,6.3
DEE0-NL23,DEE0,NL23,484.07,6.57
DEE0-NL31,DEE0,NL31,504.94,6.93
DEE0-NL32,DEE0,NL32,558.86,7.53
DEE0-NL33,DEE0,NL33,563.66,7.71
DEE0-NL34,DEE0,NL34,640.61,8.56
DEE0-NL41,DEE0,NL41,541.31,7.24
DEE0-NL42,DEE0,NL42,492.84,6.5
DEE0-PL11,DEE0,PL11,623.33,8.31
DEE0-PL12,DEE0,PL12,714.78,9.87
DEE0-PL21,DEE0,PL21,715.12,9.32
DEE0-PL22,DEE0,PL22,611.14,7.97
DEE0-PL31,DEE0,PL31,885.42,11.85
DEE0-PL32,DEE0,PL32,858.9,11.25
DEE0-PL33,DEE0,PL33,747.63,9.8
DEE0-PL34,DEE0,PL34,861.27,11.69
DEE0-PL41,DEE0,PL41,434.32,5.97
DEE0-PL42,DEE0,PL42,352.41,4.45
DEE0-PL43,DEE0,PL43,297.81,4.11
DEE0-PL51,DEE0,PL51,392.03,5.16
DEE0-PL52,DEE0,PL52,512.23,6.69
DEE0-PL61,DEE0,PL61,542.26,7.34
DEE0-PL62,DEE0,PL62,714.67,9.65
DEE0-PL63,DEE0,PL63,559.95,7.47
DEE0-PT11,DEE0,PT11,2306.41,25.96
DEE0-PT15,DEE0,PT15,2700.82,29.48
DEE0-PT16,DEE0,PT16,2422.45,27.05
DEE0-PT17,DEE0,PT17,2582.77,28.57
DEE0-PT18,DEE0,PT18,2552.18,28.1
DEE0-RO11,DEE0,RO11,1257.69,14.81
DEE0-RO12,DEE0,RO12,1430.73,16.78
DEE0-RO21,DEE0,RO21,1453.2,17.99
DEE0-RO22,DEE0,RO22,1718.72,20.62
DEE0-RO31,DEE0,RO31,1623.07,18.6
DEE0-RO32,DEE0,RO32,1666.94,19.11
DEE0-RO41,DEE0,RO41,1460.47,16.67
DEE0-RO42,DEE0,RO42,1217.43,13.92
DEE0-SE11,DEE0,SE11,1104.85,13.1
DEE0-SE12,DEE0,SE12,1012.29,11.65
DEE0-SE21,DEE0,SE21,810.85,9.39
DEE0-SE22,DEE0,SE22,590.19,6.69
DEE0-SE23,DEE0,SE23,780.19,8.3
DEE0-SE31,DEE0,SE31,1197.42,13.2
DEE0-SE32,DEE0,SE32,1492.59,17.07
DEE0-SE33,DEE0,SE33,1889.92,22.63
DEE0-SI03,DEE0,SI03,880.35,9.43
DEE0-SI04,DEE0,SI04,900.11,9.5
DEE0-SK01,DEE0,SK01,662.84,7.71
DEE0-SK02,DEE0,SK02,736.44,8.73
DEE0-SK03,DEE0,SK03,829.99,9.92
DEE0-SK04,DEE0,SK04,882.33,11.11
DEE0-UKC1,DEE0,UKC1,1061.54,14.81
DEE0-UKC2,DEE0,UKC2,1055.4,14.87
DEE0-UKD1,DEE0,UKD1,1175.87,15.87
DEE0-UKD3,DEE0,UKD3,1092.57,14.94
DEE0-UKD4,DEE0,UKD4,1137.14,15.42
DEE0-UKD6,DEE0,UKD6,1105.68,15.16
DEE0-UKD7,DEE0,UKD7,1127.78,15.48
DEE0-UKE1,DEE0,UKE1,970.84,13.12
DEE0-UKE2,DEE0,UKE2,1058.37,14.25
DEE0-UKE3,DEE0,UKE3,1028.39,14.05
DEE0-UKE4,DEE0,UKE4,1053.83,14.3
DEE0-UKF1,DEE0,UKF1,1012.73,13.92
DEE0-UKF2,DEE0,UKF2,980.45,13.47
DEE0-UKF3,DEE0,UKF3,970.87,13.25
DEE0-UKG1,DEE0,UKG1,1075.47,14.7
DEE0-UKG2,DEE0,UKG2,1079.23,14.87
DEE0-UKG3,DEE0,UKG3,1047.6,14.38
DEE0-UKH1,DEE0,UKH1,847.98,11.65
DEE0-UKH2,DEE0,UKH2,940.68,12.85
DEE0-UKH3,DEE0,UKH3,853.95,11.71
DEE0-UKI3,DEE0,UKI3,930.95,12.68
DEE0-UKI4,DEE0,UKI4,921.06,12.56
DEE0-UKI5,DEE0,UKI5,911.42,12.43
DEE0-UKI6,DEE0,UKI6,934.55,12.62
DEE0-UKI7,DEE0,UKI7,938.74,12.8
DEE0-UKJ1,DEE0,UKJ1,1006.27,13.68
DEE0-UKJ2,DEE0,UKJ2,953.66,12.87
DEE0-UKJ3,DEE0,UKJ3,1036.98,13.94
DEE0-UKJ4,DEE0,UKJ4,868.76,11.77
DEE0-UKK1,DEE0,UKK1,1093.15,14.85
DEE0-UKK2,DEE0,UKK2,1127.16,15.26
DEE0-UKK3,DEE0,UKK3,1339.27,17.97
DEE0-UKK4,DEE0,UKK4,1233.7,16.64
DEE0-UKL1,DEE0,UKL1,1243.12,16.99
DEE0-UKL2,DEE0,UKL2,1160.85,15.88
DEE0-UKM2,DEE0,UKM2,1223.48,16.96
DEE0-UKM3,DEE0,UKM3,1235.03,17.37
DEE0-UKM5,DEE0,UKM5,1380.79,18.83
DEE0-UKM6,DEE0,UKM6,1510.61,20.52
DEE0-UKN0,DEE0,UKN0,1422.39,19.89
DEF0-AT11,DEF0,AT11,1049.85,11.73
DEF0-AT12,DEF0,AT12,954.23,10.76
DEF0-AT13,DEF0,AT13,958.21,10.81
DEF0-AT21,DEF0,AT21,1051.3,11.15
DEF0-AT22,DEF0,AT22,1042.54,11.35
DEF0-AT31,DEF0,AT31,896.11,9.72
DEF0-AT32,DEF0,AT32,958.15,10.15
DEF0-AT33,DEF0,AT33,950.33,9.99
DEF0-AT34,DEF0,AT34,955.23,9.97
DEF0-BE10,DEF0,BE10,662.6,8.07
DEF0-BE21,DEF0,BE21,606.75,7.46
DEF0-BE22,DEF0,BE22,584.56,6.91
DEF0-BE23,DEF0,BE23,675.68,8.37
DEF0-BE24,DEF0,BE24,653.1,7.88
DEF0-BE25,DEF0,BE25,728.9,9.08
DEF0-BE31,DEF0,BE31,667.05,7.98
DEF0-BE32,DEF0,BE32,718.45,8.68
DEF0-BE33,DEF0,BE33,625.96,7.29
DEF0-BE34,DEF0,BE34,700.95,8
DEF0-BE35,DEF0,BE35,689.97,8.04
DEF0-BG31,DEF0,BG31,1906.46,21.27
DEF0-BG32,DEF0,BG32,2073.78,23.97
DEF0-BG33,DEF0,BG33,2115.72,24.5
DEF0-BG34,DEF0,BG34,2189.21,24.35
DEF0-BG41,DEF0,BG41,1963.08,21.48
DEF0-BG42,DEF0,BG42,2085.32,22.88
DEF0-CH01,DEF0,CH01,1056.93,11.02
DEF0-CH02,DEF0,CH02,988.89,10.3
DEF0-CH03,DEF0,CH03,931.31,9.69
DEF0-CH04,DEF0,CH04,928.47,9.67
DEF0-CH05,DEF0,CH05,966.44,10.03
DEF0-CH06,DEF0,CH06,994.89,10.39
DEF0-CH07,DEF0,CH07,1119.1,11.69
DEF0-CZ01,DEF0,CZ01,678.54,7.73
DEF0-CZ02,DEF0,CZ02,679.12,7.74
DEF0-CZ03,DEF0,CZ03,746.07,8.32
DEF0-CZ04,DEF0,CZ04,578.01,6.48
DEF0-CZ05,DEF0,CZ05,746.08,8.92
DEF0-CZ06,DEF0,CZ06,836.72,9.67
DEF0-CZ07,DEF0,CZ07,886.38,10.7
DEF0-CZ08,DEF0,CZ08,910.25,11.15
DEF0-DE11,DEF0,DE11,704.37,7.41
DEF0-DE12,DEF0,DE12,707.93,7.39
DEF0-DE13,DEF0,DE13,862.42,9.01
DEF0-DE14,DEF0,DE14,827.84,8.69
DEF0-DE21,DEF0,DE21,813.95,8.56
DEF0-DE22,DEF0,DE22,762.34,8.11
DEF0-DE23,DEF0,DE23,678.68,7.24
DEF0-DE24,DEF0,DE24,604.09,6.53
DEF0-DE25,DEF0,DE25,673.28,7.12
DEF0-DE26,DEF0,DE26,588.74,6.21
DEF0-DE27,DEF0,DE27,829.7,8.65
DEF0-DE30,DEF0,DE30,379.46,4.81
DEF0-DE40,DEF0,DE40,362.46,4.55
DEF0-DE50,DEF0,DE50,238.18,2.77
DEF0-DE60,DEF0,DE60,101.18,1.07
DEF0-DE71,DEF0,DE71,587.16,6.23
DEF0-DE72,DEF0,DE72,513.83,5.49
DEF0-DE73,DEF0,DE73,437.74,4.64
DEF0-DE80,DEF0,DE80,325.52,4.31
DEF0-DE91,DEF0,DE91,314.75,3.34
DEF0-DE92,DEF0,DE92,273.22,3
DEF0-DE93,DEF0,DE93,162.48,1.7
DEF0-DE94,DEF0,DE94,304.21,3.72
DEF0-DEA1,DEF0,DEA1,476.08,5.56
DEF0-DEA2,DEF0,DEA2,531.33,6.02
DEF0-DEA3,DEF0,DEA3,389.61,4.53
DEF0-DEA4,DEF0,DEA4,330.61,3.64
DEF0-DEA5,DEF0,DEA5,430.01,4.78
DEF0-DEB1,DEF0,DEB1,607.91,6.74
DEF0-DEB2,DEF0,DEB2,640.8,7.18
DEF0-DEB3,DEF0,DEB3,670.19,7.17
DEF0-DED2,DEF0,DED2,556.18,6.54
DEF0-DED4,DEF0,DED4,526.43,5.81
DEF0-DED5,DEF0,DED5,450.14,5.1
DEF0-DEE0,DEF0,DEE0,338.26,3.77
DEF0-DEF0,DEF0,DEF0,0,0
DEF0-DEG0,DEF0,DEG0,467.81,4.99
DEF0-DK01,DEF0,DK01,317.85,4.13
DEF0-DK02,DEF0,DK02,223.81,2.73
DEF0-DK03,DEF0,DK03,159.25,1.9
DEF0-DK04,DEF0,DK04,235.58,2.43
DEF0-DK05,DEF0,DK05,324.25,3.35
DEF0-EE00,DEF0,EE00,1402.6,19.44
DEF0-EL30,DEF0,EL30,2609.72,27.66
DEF0-EL41,DEF0,EL41,2626.31,28.13
DEF0-EL42,DEF0,EL42,2972.63,31.52
DEF0-EL43,DEF0,EL43,2932.48,30.67
DEF0-EL51,DEF0,EL51,2301.48,24.93
DEF0-EL52,DEF0,EL52,2165.92,23.31
DEF0-EL53,DEF0,EL53,2188.32,23.51
DEF0-EL54,DEF0,EL54,2205.31,23.12
DEF0-EL61,DEF0,EL61,2307.94,24.65
DEF0-EL62,DEF0,EL62,2681.36,27.85
DEF0-EL63,DEF0,EL63,2365.24,24.66
DEF0-EL64,DEF0,EL64,2458.3,26.15
DEF0-EL65,DEF0,EL65,2563.05,26.69
DEF0-ES11,DEF0,ES11,2365.34,26.32
DEF0-ES12,DEF0,ES12,2103.16,23.47
DEF0-ES13,DEF0,ES13,1944.52,21.57
DEF0-ES21,DEF0,ES21,1814.6,20.08
DEF0-ES22,DEF0,ES22,1806.45,19.87
DEF0-ES23,DEF0,ES23,1894.29,20.87
DEF0-ES24,DEF0,ES24,1962.13,21.25
DEF0-ES30,DEF0,ES30,2177.47,23.66
DEF0-ES41,DEF0,ES41,2030.87,22.43
DEF0-ES42,DEF0,ES42,2273.07,24.59
DEF0-ES43,DEF0,ES43,2419.44,26.25
DEF0-ES51,DEF0,ES51,1826.46,19.29
DEF0-ES52,DEF0,ES52,2165.07,22.72
DEF0-ES53,DEF0,ES53,2027.56,20.83
DEF0-ES61,DEF0,ES61,2588.97,27.65
DEF0-ES62,DEF0,ES62,2371.52,24.72
